Файл,Тип кампании,Уровень,ID группы,Название группы,Номер группы,Минус-фраза,Слов,Длина
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-дерево,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-деревянная,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-диплом,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-еда,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-зарплата,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-зачем,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-значение,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-исходник,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-ищем,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-какое,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-карточка товара,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-кафе,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-комментарии,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-косметика,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-кофе,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-куплю готовое,2,14
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-курсовая,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-лекарства,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-лучше !чем,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-лучший,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-магазин,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-макет,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-маленький тираж,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-малый тираж,2,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-маркетплейс,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-мастер класс,2,13
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-мдф,1,4
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-меню,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-мультик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-мягкая упаковка,2,16
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-наклейка,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-напитки,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-обзор,1,6
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-образец,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-объемная,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-означает,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-озон,1,5
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-определение,1,12
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-отзывы,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-пакеты,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-пластик,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-пленка,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-пленка пвх,2,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-полиэтилен,1,11
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-почему,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-пример,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-продукты,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-работа,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-развертка,1,10
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-резюме,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-рейтинг,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-ресторан,1,9
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-реферат,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-розница,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-самому,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-самостоятельно,1,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-сделать самому,2,15
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-сериал,1,7
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-скачать,1,8
710718813.xlsx,Единая перфоманс-кампания,Группа,5760364449,Подарочная упаковка (Ключи),5,-скачать макет,2,14
